Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Troy Stecher,D,3,11,44,0,0,1,0,0,88,0,0,92,70,stechtr01
Troy Stecher,D,0,7,29,0,0,0,0,0,62,0,0,85,57,stechtr01
Troy Stecher,D,3,4,15,0,0,1,0,0,26,0,0,7,13,stechtr01
Pierre-Édouard Bellemare,LW,4,9,34,0,0,0,0,2,51,322,294,48,67,bellepi01
Yegor Chinakhov,RW,4,9,10,1,0,0,1,0,44,1,2,17,27,chinaye01
Joel Edmundson,D,2,11,58,0,0,0,0,1,69,0,0,149,112,edmunjo01
Erik Gudbranson,D,1,12,57,0,0,1,0,0,102,0,0,137,119,gudbrer01
Pontus Holmberg,RW,5,8,18,1,0,2,0,0,27,93,126,18,24,holmbpo01
Brett Howden,C,6,7,55,0,0,0,0,0,53,117,110,34,107,howdebr01
Henri Jokiharju,D,3,10,30,0,0,0,0,0,79,0,0,58,63,jokihhe01
Luke Kunin,C,5,8,42,2,0,0,2,0,58,5,7,27,63,kuninlu01
Connor Murphy,D,7,6,69,0,2,0,0,0,85,0,0,160,165,murphco02
Andrew Peeke,D,6,7,22,0,0,1,0,1,90,0,0,197,180,peekean01
Kiefer Sherwood,RW,7,6,30,1,0,0,1,0,57,6,4,15,103,sherwki01
Chris Tanev,D,1,12,21,0,0,1,1,0,75,0,0,130,51,tanevch01
Sean Walker,D,3,10,36,0,0,1,1,0,94,0,0,104,77,walkese01
Arber Xhekaj,D,5,8,101,2,0,0,1,0,75,0,0,46,159,xhekaar01
Brett Ritchie,RW,8,5,25,0,0,0,1,0,68,2,2,9,77,ritchbr01
Brett Ritchie,RW,6,2,23,0,0,0,0,0,46,2,1,5,58,ritchbr01
Brett Ritchie,RW,2,3,2,0,0,0,1,0,22,0,1,4,19,ritchbr01
Jaret Anderson-Dolan,C,7,5,2,0,0,2,1,0,54,23,16,29,61,anderja01
Josh Archibald,RW,6,6,43,0,0,0,0,0,71,1,3,28,195,archijo01
Nicolas Aubé-Kubel,RW,4,8,50,0,0,0,0,0,67,6,8,9,117,aubekni01
Nicolas Aubé-Kubel,RW,0,0,4,0,0,0,0,0,2,0,1,1,21,aubekni01
Nicolas Aubé-Kubel,RW,4,8,46,0,0,0,0,0,65,6,7,8,96,aubekni01
Cal Clutterbuck,RW,6,6,30,0,0,1,0,0,44,1,4,33,194,cluttca01
Calvin de Haan,D,2,10,20,0,0,0,0,0,51,0,0,49,84,dehaaca01
Nicolas Deslauriers,LW,6,6,136,0,1,0,0,0,70,3,8,26,306,deslani01
Phillip Di Giuseppe,LW,6,6,14,0,0,0,1,1,71,1,3,10,52,digiuph01
Derek Forbort,D,5,7,23,0,2,2,0,0,38,0,0,88,106,forbode01
A.J. Greer,LW,5,7,114,0,0,1,0,0,66,2,1,25,101,greeraj01
Mark Jankowski,C,7,5,18,0,3,3,0,0,57,191,152,31,45,jankoma01
Jeremy Lauzon,D,3,9,66,0,0,0,0,1,77,0,0,75,250,lauzoje01
Jaycob Megna,D,1,11,21,0,0,0,0,1,56,0,0,66,86,megnaja02
Jaycob Megna,D,1,11,21,0,0,0,0,1,49,0,0,63,75,megnaja02
Jaycob Megna,D,0,0,0,0,0,0,0,0,7,0,0,3,11,megnaja02
Jonathon Merrill,D,2,10,38,0,0,0,0,0,43,0,0,107,47,merrijo01
Zach Whitecloud,D,5,7,41,0,0,1,0,0,64,0,0,97,90,whiteza01
Patrick Brown,C,4,8,44,0,1,0,0,0,60,178,161,42,167,brownpa02
Patrick Brown,C,2,5,17,0,1,0,0,0,44,156,134,33,125,brownpa02
Patrick Brown,C,2,3,27,0,0,0,0,0,16,22,27,9,42,brownpa02
Marcus Björk,D,3,8,42,1,0,0,5,0,34,0,0,47,45,bjorkma01
Walker Duehr,F,7,4,4,0,0,2,0,0,47,1,6,4,55,duehrwa01
Alexander Edler,D,2,9,34,0,0,1,0,0,56,0,0,104,106,edleral01
Dante Fabbro,D,2,9,50,0,0,0,1,0,101,0,0,129,113,fabbrda01
Mario Ferraro,D,4,7,24,0,0,0,1,0,66,0,1,145,129,ferrama01
Vinnie Hinostroza,C,2,9,6,0,0,1,0,1,38,1,3,7,1,hinosvi01
Mark Kastelic,C,7,4,102,0,0,2,0,0,73,336,254,37,154,kastema01
Liam O'Brien,C,3,8,114,0,0,0,0,0,39,4,11,28,203,obrieli01
Drew O'Connor,F,5,6,12,0,0,0,0,0,62,18,21,14,63,oconndr01
Jordan Oesterle,D,2,9,19,0,0,0,0,0,54,0,0,68,41,oestejo01
Cole Sillinger,C,3,8,22,2,0,0,1,0,93,308,388,36,105,sillico01
Derek Stepan,C,5,6,8,0,0,0,0,1,98,229,193,21,29,stepade01
Michael Stone,D,6,5,35,0,0,1,2,0,92,0,0,59,54,stonemi01
Austin Watson,LW,9,2,123,0,3,2,0,0,79,7,8,61,165,watsoau01
Jordan Greenway,LW,6,5,26,0,0,0,0,0,99,2,12,39,107,greenjo02
Jordan Greenway,LW,2,5,26,0,0,0,0,0,68,2,6,26,79,greenjo02
Jordan Greenway,LW,4,0,0,0,0,0,0,0,31,0,6,13,28,greenjo02
Scott Harrington,D,4,7,10,0,0,1,0,0,33,0,0,78,51,harrisc01
Scott Harrington,D,1,6,8,0,0,1,0,0,22,0,0,47,40,harrisc01
Scott Harrington,D,3,1,2,0,0,0,0,0,11,0,0,31,11,harrisc01
Simon Benoit,D,3,7,60,0,0,0,0,0,82,0,0,128,216,benoisi01
Colin Blackwell,C,2,8,6,0,0,0,0,1,53,18,18,17,49,blackco01
Brandon Duhaime,RW,9,1,42,0,1,3,0,0,80,4,10,18,146,duhaibr01
MacKenzie Entwistle,RW,4,6,14,0,0,0,1,0,50,93,107,28,126,entwima01
Dylan Gambrell,C,4,6,35,0,0,0,0,2,46,138,168,45,60,gambrdy01
Brad Hunt,D,4,6,12,0,0,0,0,0,46,0,0,10,16,huntbr01
Saku Mäenalanen,RW,4,6,16,0,0,0,0,0,61,3,5,31,113,maenasa01
Josh Manson,D,2,8,42,0,0,2,0,0,41,0,0,41,64,mansojo01
Jake Neighbours,LW,6,4,24,1,0,1,1,0,53,7,12,21,63,neighja01
Mattias Samuelsson,D,2,8,20,0,0,0,0,1,76,0,0,91,107,samuema02
Juraj Slafkovsky,LW,4,6,33,1,0,0,1,0,42,5,5,24,53,slafkju01
Nathan Walker,C,2,8,25,0,0,1,0,0,43,95,82,35,82,walkena01
Artem Zub,D,3,7,39,0,0,0,0,0,41,0,0,67,131,zubar01
Zack MacEwen,C,4,6,66,0,0,3,0,0,73,15,14,29,150,macewza01
Zack MacEwen,C,4,5,54,0,0,3,0,0,63,13,13,23,130,macewza01
Zack MacEwen,C,0,1,12,0,0,0,0,0,10,2,1,6,20,macewza01
Chris Tierney,C,3,7,6,0,0,0,0,1,19,111,125,21,15,tiernch01
Chris Tierney,C,2,1,2,0,0,0,0,0,6,27,22,7,11,tiernch01
Chris Tierney,C,1,6,4,0,0,0,0,1,13,84,103,14,4,tiernch01
Jacob Bryson,D,1,8,8,0,0,0,0,1,27,0,0,69,34,brysoja01
Alexandre Carrier,D,2,7,27,0,0,1,0,0,48,0,0,67,57,carrial01
Alex Chiasson,RW,6,3,6,5,0,0,2,0,25,0,7,7,14,chiasal01
Pavel Dorofeyev,LW,7,2,6,2,0,3,1,0,40,0,1,9,3,dorofpa01
Anthony Duclair,LW,2,7,2,0,0,0,0,0,43,0,0,9,20,duclaan01
Ridly Greig,C,2,7,12,0,0,0,3,0,30,43,66,3,33,greigri01
Nils Höglander,LW,3,6,6,0,0,0,0,0,29,1,1,8,21,hoglani01
Dylan Holloway,C,3,6,27,0,0,1,0,0,44,22,40,16,83,hollody01
Simon Holmström,RW,6,3,0,0,0,2,0,0,39,0,3,22,9,holmssi01
Joel Kiviranta,F,8,1,40,0,1,0,0,0,85,3,7,20,117,kivirjo01
Brett Leason,RW,6,3,14,0,0,1,0,0,51,2,4,18,35,leasobr01
Jan Rutta,D,3,6,30,0,0,0,0,0,64,0,0,70,71,ruttaja02
Devin Shore,C,1,8,4,0,0,0,0,0,33,89,86,24,46,shorede01
Victor Söderström,D,0,9,24,0,0,0,3,0,31,0,0,39,17,sodervi01
Kevin Stenlund,C,6,3,20,0,2,0,0,0,63,280,246,28,31,stenlke01
Joey Anderson,RW,6,3,0,0,0,1,0,0,41,0,2,17,36,anderjo08
Joey Anderson,RW,2,1,0,0,0,0,0,0,13,0,0,6,17,anderjo08
Joey Anderson,RW,4,2,0,0,0,1,0,0,28,0,2,11,19,anderjo08
Brendan Lemieux,LW,2,7,74,0,0,0,0,0,44,7,7,15,131,lemiebr01
Brendan Lemieux,LW,0,3,53,0,0,0,0,0,22,4,4,8,79,lemiebr01
Brendan Lemieux,LW,2,4,21,0,0,0,0,0,22,3,3,7,52,lemiebr01
Rasmus Asplund,F,2,6,4,0,1,0,0,0,54,22,33,11,23,asplura01
Rasmus Asplund,F,2,6,0,0,1,0,0,0,33,22,33,8,10,asplura01
Rasmus Asplund,F,0,0,4,0,0,0,0,0,21,0,0,3,13,asplura01
Kevin Bahl,D,2,6,35,0,0,0,0,0,27,0,0,38,64,bahlke01
Anders Bjork,LW,2,6,2,0,0,0,0,0,15,0,2,4,8,bjorkan01
Anders Bjork,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,bjorkan01
Anders Bjork,LW,2,6,2,0,0,0,0,0,14,0,2,4,8,bjorkan01
Philip Broberg,D,1,7,2,0,0,0,0,0,32,0,0,35,28,brobeph01
Jack Drury,C,2,6,14,0,0,1,1,0,69,67,59,16,12,druryja01
Ben Hutton,D,3,5,6,0,0,0,1,0,52,0,0,34,18,huttobe01
Erik Johnson,D,0,8,12,0,0,0,0,1,98,0,0,102,121,johnser01
Gustav Lindström,D,1,7,20,0,0,0,0,0,18,0,0,34,39,lindsgu01
Jayson Megna,C,2,6,6,0,0,0,0,0,36,146,133,23,47,megnaja01
Jayson Megna,C,0,0,2,0,0,0,0,0,4,36,35,2,20,megnaja01
Jayson Megna,C,2,6,4,0,0,0,0,0,32,110,98,21,27,megnaja01
Ian Mitchell,D,1,7,8,0,0,0,1,0,25,0,0,37,16,mitchia01
Jacob Peterson,C,2,6,4,2,0,0,0,0,21,1,1,5,12,peterja01
Jacob Peterson,C,0,0,0,0,0,0,0,0,1,0,0,1,0,peterja01
Jacob Peterson,C,2,6,4,2,0,0,0,0,20,1,1,4,12,peterja01
Dylan Samberg,D,2,6,25,0,0,0,0,1,49,0,0,93,91,sambedy01
Lukáš Sedlák,C,3,5,12,0,0,0,0,1,44,88,102,31,58,sedlalu01
Lukáš Sedlák,C,0,0,0,0,0,0,0,0,1,4,10,4,5,sedlalu01
Lukáš Sedlák,C,3,5,12,0,0,0,0,1,43,84,92,27,53,sedlalu01
Elmer Söderblom,RW,5,3,8,0,0,2,0,0,30,1,3,11,21,soderel01
Jack Studnicka,C,4,4,16,0,0,1,0,0,65,77,84,19,61,studnja01
Jack Studnicka,C,0,0,4,0,0,0,0,0,0,0,2,0,0,studnja01
Jack Studnicka,C,4,4,12,0,0,1,0,0,65,77,82,19,61,studnja01
Jarred Tinordi,D,2,6,40,0,0,1,0,0,32,0,0,68,139,tinorja01
Zach Werenski,D,3,5,0,0,0,0,2,0,41,0,0,24,5,werenza01
Vitali Kravtsov,RW,4,4,10,1,0,0,2,0,43,0,3,15,28,kravtvi01
Vitali Kravtsov,RW,3,3,6,0,0,0,1,0,26,0,3,8,11,kravtvi01
Vitali Kravtsov,RW,1,1,4,1,0,0,1,0,17,0,0,7,17,kravtvi01
Jacob MacDonald,D,1,7,23,0,0,0,1,0,75,0,0,43,69,macdoja02
Jacob MacDonald,D,0,2,11,0,0,0,0,0,29,0,0,14,29,macdoja02
Jacob MacDonald,D,1,5,12,0,0,0,1,0,46,0,0,29,40,macdoja02
Martin Kaut,RW,4,4,4,1,0,1,0,0,44,2,4,5,23,kautma01
Martin Kaut,RW,1,2,4,0,0,1,0,0,24,2,4,5,15,kautma01
Martin Kaut,RW,3,2,0,1,0,0,0,0,20,0,0,0,8,kautma01
Riley Stillman,D,1,7,36,0,0,0,0,0,37,0,0,44,81,stillri01
Riley Stillman,D,0,5,23,0,0,0,0,0,29,0,0,34,52,stillri01
Riley Stillman,D,1,2,13,0,0,0,0,0,8,0,0,10,29,stillri01
Nikita Zaitsev,D,1,7,20,0,0,0,0,0,20,0,0,72,95,zaitsni01
Nikita Zaitsev,D,0,5,8,0,0,0,0,0,10,0,0,43,61,zaitsni01
Nikita Zaitsev,D,1,2,12,0,0,0,0,0,10,0,0,29,34,zaitsni01
Jack Johnson,D,2,6,28,0,0,0,0,2,92,0,1,127,117,johnsja02
Jack Johnson,D,0,4,16,0,0,0,0,1,63,0,1,96,75,johnsja02
Jack Johnson,D,2,2,12,0,0,0,0,1,29,0,0,31,42,johnsja02
Nikita Alexandrov,C,3,4,8,0,0,0,0,0,28,53,97,13,28,alexani01
Josh Brown,D,4,3,87,0,0,0,0,0,68,0,0,118,152,brownjo01
Sam Carrick,C,3,4,86,0,0,0,0,0,50,182,187,24,98,carrisa01
Tyson Foerster,RW,3,4,8,0,0,0,1,0,15,0,0,10,12,foersty01
Jonah Gadjovich,LW,3,4,57,0,0,0,0,0,32,1,3,5,92,gadjojo01
Robert Hägg,D,2,5,26,0,0,0,0,0,40,0,0,47,111,haggro01
Jakub Lauko,C,4,3,11,0,0,1,0,0,17,0,4,6,44,laukoja01
Jakob Pelletier,LW,3,4,2,2,0,1,1,0,48,2,6,14,15,pelleja01
Vasily Podkolzin,RW,4,3,9,0,0,0,0,0,41,7,9,15,52,podkova01
Filip Zadina,RW,3,4,10,0,0,2,0,0,51,2,4,15,22,zadinfi01
Callan Foote,D,2,5,63,0,0,0,0,0,39,0,0,52,58,footeca01
Callan Foote,D,1,2,28,0,0,0,0,0,21,0,0,20,40,footeca01
Callan Foote,D,1,3,35,0,0,0,0,0,18,0,0,32,18,footeca01
Karson Kuhlman,C,3,4,8,0,0,2,0,0,48,0,5,18,41,kuhlmka01
Karson Kuhlman,C,1,2,0,0,0,1,0,0,13,0,0,6,8,kuhlmka01
Karson Kuhlman,C,2,2,8,0,0,1,0,0,35,0,5,12,33,kuhlmka01
Connor Mackey,D,3,4,48,0,0,0,0,0,31,0,0,29,61,mackeco01
Connor Mackey,D,2,1,9,0,0,0,0,0,8,0,0,5,11,mackeco01
Connor Mackey,D,1,3,39,0,0,0,0,0,23,0,0,24,50,mackeco01
Jake Bean,D,1,5,6,0,0,0,1,0,16,0,0,21,13,beanja01
Logan Brown,C,2,4,8,0,0,0,0,0,18,58,110,7,22,brownlo01
Luke Glendening,C,3,3,50,0,2,0,0,0,65,359,249,60,114,glendlu01
Alex Goligoski,D,2,4,16,0,0,2,1,0,63,0,0,67,33,goligal01
David Gustafsson,C,0,6,6,0,0,0,0,1,45,103,106,18,25,gustada01
Cole Guttman,C,4,2,2,0,0,1,0,0,26,88,81,8,4,guttmco01
Ben Harpur,D,1,5,20,0,0,0,0,0,34,0,0,57,63,harpube01
Reese Johnson,F,4,2,38,0,0,1,0,0,54,120,106,23,178,johnsre01
Kurtis MacDermid,D,1,5,55,0,0,1,0,0,20,0,1,31,86,macdeku01
Daniil Miromanov,D,2,4,2,1,0,0,2,0,22,0,0,13,7,miromda01
Jakub Voráček,RW,1,5,0,1,0,0,0,0,17,1,2,7,2,voracja01
Colton White,D,0,6,8,0,0,0,0,0,30,0,0,37,34,whiteco03
Chris Wideman,D,0,6,81,0,0,0,2,0,31,0,0,51,25,widemch01
Niko Mikkola,D,1,5,58,0,0,0,0,0,62,0,0,106,151,mikkoni01
Niko Mikkola,D,0,3,35,0,0,0,0,0,31,0,0,68,96,mikkoni01
Niko Mikkola,D,1,2,23,0,0,0,0,0,31,0,0,38,55,mikkoni01
Lane Pederson,F,3,3,26,0,0,0,0,0,27,77,73,11,68,pederla01
Lane Pederson,F,1,2,15,0,0,0,0,0,15,12,24,7,21,pederla01
Lane Pederson,F,2,1,11,0,0,0,0,0,12,65,49,4,47,pederla01
Alexander Alexeyev,D,0,5,4,0,0,0,0,0,28,0,0,48,33,alexeal01
Zach Bogosian,D,1,4,42,0,0,0,0,0,54,1,0,50,114,bogosza01
Robert Bortuzzo,D,2,3,29,0,0,0,0,0,30,0,0,49,64,borturo01
Kyle Burroughs,D,2,3,62,0,0,0,0,0,47,0,1,84,165,burroky01
Austin Czarnik,C,3,2,8,0,0,0,1,0,27,69,91,13,16,czarnau01
Vincent Desharnais,D,0,5,31,0,0,0,0,1,17,0,0,48,45,deshavi01
Jansen Harkins,C,3,2,12,0,0,0,0,0,18,2,7,11,16,harkija01
Matt Irwin,D,2,3,36,0,0,0,0,0,79,0,0,75,117,irwinma01
Curtis Lazar,C,3,2,21,0,0,0,0,0,55,140,132,53,138,lazarcu01
Curtis Lazar,C,3,2,14,0,0,0,0,0,54,134,124,49,124,lazarcu01
Curtis Lazar,C,0,0,7,0,0,0,0,0,1,6,8,4,14,lazarcu01
Patrik Nemeth,D,0,5,30,0,0,0,0,0,62,0,0,118,116,nemetpa01
Tanner Pearson,LW,1,4,21,0,0,0,1,0,17,7,11,3,20,pearsta01
Isaak Phillips,D,1,4,5,0,0,0,0,0,16,0,0,6,27,phillis01
Anthony Richard,C,3,2,6,0,0,1,0,0,13,1,3,3,25,richaan01
Nicholas Robertson,LW,2,3,0,0,0,1,0,0,27,2,1,7,18,roberni01
Chad Ruhwedel,D,1,4,18,0,0,0,0,0,36,0,0,51,90,ruhwech01
Brendan Smith,D,0,5,63,0,0,0,0,1,58,0,0,76,102,smithbr05
Rūdolfs Balcers,LW,3,2,4,0,0,0,0,0,24,0,2,4,7,balceru01
Rūdolfs Balcers,LW,2,2,4,0,0,0,0,0,21,0,2,4,7,balceru01
Rūdolfs Balcers,LW,1,0,0,0,0,0,0,0,3,0,0,0,0,balceru01
Nathan Beaulieu,D,0,4,39,0,0,0,0,0,33,0,0,80,49,beaulna01
Jake Christiansen,D,0,4,4,0,0,0,1,0,25,0,0,23,20,chrisja01
Nick Cicek,D,0,4,15,0,0,0,0,0,3,0,0,21,28,cicekni01
Kale Clague,D,0,4,24,0,0,0,0,0,24,0,0,24,24,claguka01
Zac Dalpe,RW,2,2,2,0,0,0,0,0,17,25,17,6,15,dalpeza01
Jesper Frödén,F,0,4,6,0,0,0,0,0,10,0,0,6,11,frodeje01
Dennis Gilbert,D,1,3,27,0,0,1,0,0,13,0,0,26,55,gilbede01
Alexander Holtz,RW,3,1,8,2,0,0,0,0,21,0,0,4,6,holtzal01
Parker Kelly,F,1,3,37,0,0,1,0,1,59,5,6,25,172,kellypa01
Matt Kiersted,D,1,3,6,0,0,0,0,0,14,0,0,7,13,kiersma01
Tanner Laczynski,C,2,2,2,0,0,0,0,0,23,50,47,10,30,laczyta01
Matt Luff,RW,2,2,0,0,0,0,0,0,20,0,2,9,22,luffma01
Michael McCarron,RW,2,2,24,0,0,0,0,1,39,63,43,20,75,mccarmi01
Ben Meyers,F,4,0,6,0,0,0,0,0,33,96,91,13,25,meyerbe01
Fredrik Olofsson,LW,1,3,2,0,0,1,0,0,34,3,5,8,32,olofsfr01
Robin Salo,D,2,2,4,0,0,0,0,0,9,0,0,13,6,saloro01
Givani Smith,RW,1,3,72,0,0,0,0,0,30,0,0,8,67,smithgi01
Givani Smith,RW,0,0,0,0,0,0,0,0,3,0,0,1,4,smithgi01
Givani Smith,RW,1,3,72,0,0,0,0,0,27,0,0,7,63,smithgi01
Ty Smith,D,1,3,4,0,0,0,3,0,27,0,0,4,19,smithty01
Joe Snively,F,2,2,0,0,0,0,0,0,16,2,1,6,4,snivejo01
Tyler Tucker,D,1,3,31,0,0,0,0,0,21,0,0,26,50,tuckety01
Egor Zamula,D,0,4,2,0,0,0,0,0,8,0,0,13,9,zamulye01
Jakub Zbořil,D,1,3,6,0,0,1,0,0,13,0,0,19,31,zborija01
Andreas Englund,D,0,4,35,0,0,0,0,0,31,0,0,33,133,engluan01
Andreas Englund,D,0,3,26,0,0,0,0,0,20,0,0,20,104,engluan01
Andreas Englund,D,0,1,9,0,0,0,0,0,11,0,0,13,29,engluan01
Andrew Agozzino,LW,1,2,0,0,1,0,0,0,9,1,0,4,12,agozzan01
Kieffer Bellows,LW,3,0,6,0,0,1,0,0,32,3,15,10,48,belloki01
Kieffer Bellows,LW,0,0,0,0,0,0,0,0,0,0,0,0,3,belloki01
Kieffer Bellows,LW,3,0,6,0,0,1,0,0,32,3,15,10,45,belloki01
Tim Berni,D,1,2,34,0,0,0,0,0,58,0,0,74,122,berniti01
Samuel Bolduc,D,2,1,2,0,0,1,0,0,20,0,0,16,26,boldusa01
Guillaume Brisebois,D,1,2,6,0,0,0,0,0,15,0,0,27,11,brisegu01
Michael Carcone,F,2,1,2,0,0,0,0,0,15,0,0,1,16,carcomi01
Ryan Carpenter,C,1,2,10,0,0,0,0,0,17,67,57,11,35,carpery01
Dylan Coghlan,D,0,3,2,0,0,0,0,0,29,0,0,9,11,coghldy01
Justin Danforth,RW,2,1,4,0,0,0,0,0,10,4,9,1,7,danfoju01
Grigori Denisenko,LW,0,3,4,0,0,0,0,0,16,0,0,8,20,denisgr01
William Eklund,LW,2,1,6,0,0,0,1,0,18,2,4,6,7,eklunwi01
Samuel Fagemo,LW,2,1,0,0,0,0,0,0,5,0,1,6,5,fagemsa01
Casey Fitzgerald,D,0,3,4,0,0,0,0,0,13,0,0,12,35,fitzgca01
Casey Fitzgerald,D,0,3,4,0,0,0,0,0,12,0,0,12,29,fitzgca01
Casey Fitzgerald,D,0,0,0,0,0,0,0,0,1,0,0,0,6,fitzgca01
Mark Friedman,D,1,2,15,0,0,0,0,0,36,0,0,22,52,friedma01
Jordan Gross,D,3,0,2,1,0,0,0,0,24,0,0,16,10,grossjo01
Aleksi Heponiemi,C,1,2,2,0,0,0,0,0,6,2,0,1,2,heponal01
Akito Hirose,D,0,3,4,0,0,0,2,0,4,0,0,6,6,hirosak01
Patric Hörnqvist,RW,1,2,13,0,0,1,1,0,40,1,5,8,18,hornqpa01
Andreas Johnsson,LW,0,3,6,0,0,0,0,0,18,6,7,5,7,johnsan01
Andreas Johnsson,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,johnsan01
Andreas Johnsson,LW,0,3,6,0,0,0,0,0,17,6,7,5,7,johnsan01
Wyatt Kaiser,D,0,3,4,0,0,0,0,0,14,0,0,10,5,kaisewy01
Michael Kesselring,D,0,3,6,0,0,0,0,0,8,0,0,7,12,kessemi01
Ryan Murray,D,0,3,4,0,0,0,0,0,8,0,0,12,11,murrary01
Philippe Myers,D,1,2,4,0,0,0,0,0,21,0,0,6,31,myersph01
Joshua Norris,C,2,1,6,0,0,0,0,0,15,33,24,6,7,norrijo01
Max Pacioretty,LW,3,0,2,1,0,0,0,0,16,0,0,1,4,pacioma01
Nic Petan,C,1,2,2,0,0,0,0,0,10,1,2,5,4,petanni01
Lawrence Pilut,D,1,2,0,0,0,1,0,0,14,0,0,16,6,pilutla01
Darren Raddysh,D,1,2,4,0,0,0,0,0,25,0,0,16,25,raddyda01
Pavol Regenda,F,1,2,4,0,0,0,0,0,17,1,1,13,8,regenpa01
Buddy Robinson,RW,1,2,4,0,0,0,0,0,13,1,4,3,15,robinbu01
Filip Roos,D,1,2,4,0,0,0,0,0,19,0,0,20,14,roosfi01
Zach Sanford,LW,2,1,4,0,0,1,0,0,20,2,11,21,21,sanfoza01
Radim Šimek,D,1,2,29,0,0,0,0,0,39,0,0,74,89,simekra01
Logan Stanley,D,1,2,21,0,0,0,0,0,11,0,0,20,44,stanllo01
Vítek Vaněček,G,0,3,2,0,0,0,1,0,0,0,0,0,0,vanecvi01
Christian Wolanin,D,0,3,4,0,0,0,1,0,16,0,0,11,4,wolanch01
Aatu Räty,C,2,1,4,0,0,0,0,0,16,45,38,5,19,ratyaa01
Aatu Räty,C,2,0,4,0,0,0,0,0,16,35,32,4,17,ratyaa01
Aatu Räty,C,0,1,0,0,0,0,0,0,0,10,6,1,2,ratyaa01
Dryden Hunt,LW,3,0,24,0,0,0,0,0,23,1,2,4,100,huntdr01
Dryden Hunt,LW,1,0,2,0,0,0,0,0,2,0,0,2,11,huntdr01
Dryden Hunt,LW,1,0,13,0,0,0,0,0,15,1,2,1,58,huntdr01
Dryden Hunt,LW,1,0,9,0,0,0,0,0,6,0,0,1,31,huntdr01
Nicholas Abruzzese,C,0,2,0,0,0,0,1,0,2,0,0,0,1,abruzni01
Jordie Benn,D,1,1,12,0,0,1,0,0,13,0,0,29,31,bennjo01
Jordan Binnington,G,0,2,29,0,0,0,2,0,0,0,0,0,1,binnijo01
Thomas Bordeleau,C,0,2,0,0,0,0,0,0,9,2,6,3,4,bordeth01
Justin Braun,D,0,2,19,0,0,0,0,0,42,0,0,49,47,braunju01
Jonny Brodzinski,C,1,1,8,0,0,0,0,0,27,51,45,4,9,brodzjo01
Kyle Capobianco,D,2,0,6,0,0,1,0,0,14,0,0,6,12,capobky01
Gabriel Carlsson,D,0,2,0,0,0,0,0,0,3,0,0,1,4,carlsga01
Brandt Clarke,D,0,2,6,0,0,0,1,0,11,0,0,14,3,clarkbr02
Simon Edvinsson,D,2,0,12,0,0,0,0,0,5,0,0,8,11,edvinsi01
Byron Froese,C,1,1,4,0,0,0,0,0,15,31,21,5,11,froesby01
John Gibson,G,0,2,12,0,0,0,1,0,0,0,0,0,0,gibsojo02
Daniil Gushchin,LW,1,1,0,1,0,0,1,0,8,0,0,5,0,gushcda01
Joel Hanley,D,0,2,15,0,0,0,0,0,14,0,0,28,24,hanlejo01
Thomas Harley,D,0,2,2,0,0,0,0,0,8,0,0,8,1,harleth01
John Hayden,C,2,0,7,0,0,0,0,0,9,0,1,3,4,haydejo01
Mac Hollowell,D,0,2,2,0,0,0,0,0,4,0,0,6,3,holloma01
Luke Hughes,D,1,1,0,0,0,1,0,0,2,0,0,3,1,hughelu01
Tristan Jarry,G,0,2,2,0,0,0,1,0,0,0,0,0,0,jarrytr01
Ross Johnston,LW,0,2,37,0,0,0,0,0,2,1,0,5,34,johnsro02
Zachary Jones,D,1,1,4,0,0,1,0,0,15,0,0,16,5,jonesza01
Zack Kassian,RW,2,0,50,0,0,0,0,0,25,3,5,8,32,kassiza01
Tyler Kleven,D,0,2,2,0,0,0,0,0,11,0,0,7,9,klevety01
Otto Koivula,LW,0,2,4,0,0,0,0,0,5,13,8,4,6,koivuot01
Kaedan Korczak,D,0,2,0,0,0,0,0,0,16,0,0,8,25,korczka01
Beck Malenstyn,LW,1,1,2,0,0,1,0,0,7,1,0,5,34,malenbe01
Jacob Markström,G,0,2,14,0,0,0,1,0,0,0,0,0,1,marksja02
Hunter McKown,F,0,2,8,0,0,0,0,0,13,48,39,5,12,mckowhu01
Victor Mete,D,0,2,4,0,0,0,0,0,7,0,0,9,3,metevi01
Petr Mrázek,G,0,2,4,0,0,0,0,0,0,0,0,0,1,mrazepe01
Alexander Nylander,LW,1,1,6,0,0,0,0,0,11,1,1,3,12,nylanal01
Brayden Pachal,D,0,2,8,0,0,0,0,0,18,0,0,12,27,pachabr01
Derrick Pouliot,D,0,2,6,0,0,0,0,0,4,0,0,9,10,poulide01
Jack Rathbone,D,1,1,2,0,0,0,0,0,12,0,0,7,7,rathbja01
Lukáš Rousek,RW,1,1,0,0,0,0,0,0,3,0,1,1,0,rouselu01
Ilya Samsonov,G,0,2,0,0,0,0,2,0,0,0,0,0,0,samsoil01
Marco Scandella,D,1,1,6,0,0,0,0,0,17,0,0,26,27,scandma01
Wayne Simmonds,RW,0,2,49,0,0,0,0,0,9,4,0,7,44,simmowa01
Stuart Skinner,G,0,2,0,0,0,0,1,0,0,0,0,0,0,skinnst01
