Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Tyler Myers,D,5,24,77,0,2,0,0,0,93,0,0,136,110,myersty01
Aliaksei Protas,C,6,23,8,0,0,1,0,1,113,42,62,49,34,protaal01
Pius Suter,F,14,15,16,2,0,3,3,0,105,186,191,23,54,suterpi01
Sean Walker,D,10,19,50,0,2,1,1,1,150,0,0,127,118,walkese01
Sean Walker,D,6,16,34,0,2,1,1,1,109,0,0,98,86,walkese01
Sean Walker,D,4,3,16,0,0,0,0,0,41,0,0,29,32,walkese01
Bowen Byram,D,11,18,53,0,0,0,1,0,84,0,0,104,94,byrambo01
Bowen Byram,D,8,12,40,0,0,0,0,0,63,0,0,75,60,byrambo01
Bowen Byram,D,3,6,13,0,0,0,1,0,21,0,0,29,34,byrambo01
Cam Atkinson,RW,13,15,27,2,0,3,4,0,175,12,13,46,35,atkinca01
Teddy Blueger,C,6,22,31,0,2,0,0,2,97,415,366,43,98,bluegte01
Pierre Engvall,LW,10,18,18,2,0,1,5,0,128,25,29,21,28,engvapi01
Jake Evans,C,7,21,24,0,1,1,0,0,81,593,544,65,86,evansja02
Jordan Greenway,LW,10,18,64,1,0,1,2,1,107,17,40,65,141,greenjo02
Alexander Holtz,RW,16,12,14,1,0,3,1,0,122,8,19,17,44,holtzal01
Nick Leddy,D,3,25,14,0,1,0,1,1,82,0,0,127,51,leddyni01
Jake McCabe,D,8,20,56,1,0,3,1,1,73,0,0,129,219,mccabja01
Pavel Mintyukov,D,4,24,24,0,0,0,7,1,88,0,0,65,85,mintypa01
Ryan Poehling,C,11,17,6,1,3,1,1,1,111,461,477,101,62,poehlry01
Damon Severson,D,9,19,51,0,0,1,3,2,88,0,0,83,45,severda01
Joe Veleno,C,12,16,25,3,0,1,2,1,86,305,317,35,108,velenjo01
Michael Amadio,C,14,13,16,3,0,2,2,0,117,69,65,34,48,amadimi01
Jonas Brodin,D,7,20,16,0,0,1,1,0,117,0,0,142,21,brodijo01
Jack Drury,C,8,19,33,2,0,0,5,0,106,367,297,35,30,druryja01
Adam Fantilli,C,12,15,16,1,0,1,2,0,115,171,221,25,63,fantiad01
Alex Iafallo,C,11,16,6,2,0,2,3,1,120,8,17,67,43,iafalal01
Jesperi Kotkaniemi,C,12,15,36,1,0,0,1,1,128,333,313,33,56,kotkaje01
Eetu Luostarinen,C,12,15,26,2,0,2,0,1,119,96,83,56,129,luostee01
Shane Pinto,C,9,18,14,4,0,1,2,0,110,251,245,31,39,pintosh01
Nicholas Robertson,LW,14,13,4,1,0,1,2,0,96,3,8,24,34,roberni01
Kiefer Sherwood,RW,10,17,41,0,0,2,0,0,110,15,16,22,234,sherwki01
T.J. Brodie,D,1,25,40,0,0,0,0,0,52,0,0,159,41,broditj01
Justin Danforth,RW,10,16,26,0,0,1,0,0,86,173,184,46,109,danfoju01
Ridly Greig,C,13,13,66,2,1,1,0,0,97,197,252,41,129,greigri01
Erik Gudbranson,D,6,20,74,0,0,1,0,1,91,0,0,170,92,gudbrer01
Esa Lindell,D,5,21,12,0,0,0,0,1,114,0,0,162,74,lindees01
Hampus Lindholm,D,3,23,63,1,0,0,4,0,99,0,0,100,49,lindhha01
Jack McBain,C,8,18,50,0,0,2,0,0,56,294,356,42,204,mcbaija03
Brayden McNabb,D,4,22,37,0,0,0,1,1,86,0,0,207,149,mcnabbr01
J.J. Moser,D,5,21,35,0,0,0,3,2,77,0,0,112,99,moserja01
Dmitry Orlov,D,6,20,36,0,1,1,5,0,129,0,0,60,116,orlovdm01
Colton Parayko,D,10,16,23,0,1,4,1,1,154,0,0,218,113,parayco01
Justin Schultz,D,7,19,22,0,0,2,10,0,100,0,0,68,26,schulju01
Jimmy Vesey,LW,13,13,20,0,0,4,0,0,116,9,14,28,90,veseyji02
Miles Wood,LW,9,17,75,0,1,1,0,0,167,13,28,35,107,woodmi01
Joel Armia,RW,17,8,34,0,2,3,0,0,139,5,11,41,49,armiajo01
William Borgen,D,3,22,65,0,0,0,0,0,97,0,0,111,195,borgewi01
Cody Ceci,D,5,20,14,0,0,0,0,1,97,0,0,106,91,cecico01
Paul Cotter,C,7,18,41,2,0,0,2,0,100,26,27,29,233,cottepa01
Michael Eyssimont,C,11,14,104,2,0,2,2,0,149,6,7,31,135,eyssimi01
Simon Holmström,RW,15,10,14,0,5,3,0,2,72,6,13,46,19,holmssi01
Curtis Lazar,C,7,18,44,0,1,2,0,0,74,178,187,64,179,lazarcu01
Josh Manson,D,8,17,87,0,1,0,0,1,123,0,1,109,211,mansojo01
John Marino,D,4,21,41,0,0,1,0,0,57,0,0,89,39,marinjo01
Jacob Middleton,D,7,18,77,0,0,1,0,1,85,0,0,161,148,middlja01
Logan O'Connor,RW,13,12,34,0,3,4,0,0,85,29,35,38,60,oconnlo01
T.J. Oshie,C,12,13,44,7,0,4,4,0,90,12,31,56,75,oshietj01
Matt Roy,D,5,20,42,0,0,1,1,2,135,0,0,197,152,royma04
Artem Zub,D,5,20,32,0,1,0,0,0,85,0,0,122,139,zubar01
Pavel Dorofeyev,LW,13,11,12,0,0,1,1,0,97,2,2,23,18,dorofpa01
Sam Lafferty,C,13,11,32,0,1,3,0,0,78,150,206,32,191,laffesa01
Bobby McMann,F,15,9,52,1,0,0,0,0,118,6,4,18,117,mcmanbo02
Nicklaus Perbix,D,2,22,10,0,0,1,0,0,57,0,0,114,80,perbini01
Jeff Petry,D,3,21,39,0,0,0,0,1,84,0,0,134,150,petryje01
Martin Pospisil,C,8,16,109,0,0,1,0,0,117,23,28,22,238,pospima01
Mike Reilly,D,6,18,30,0,1,1,5,0,126,0,0,60,47,reillmi01
Mike Reilly,D,0,0,2,0,0,0,0,0,7,0,0,3,0,reillmi01
Mike Reilly,D,6,18,28,0,1,1,5,0,119,0,0,57,47,reillmi01
David Savard,D,6,18,24,0,0,0,0,0,54,0,0,163,69,savarda01
Kevin Shattenkirk,D,6,18,18,2,0,0,9,0,78,0,0,85,63,shattke01
Jordan Spence,D,2,22,12,1,0,0,5,0,80,0,0,55,67,spencjo01
Sam Steel,C,9,15,29,0,2,1,0,1,86,94,115,32,58,steelsa01
Evgeny Kuznetsov,C,8,16,30,1,0,1,6,0,96,336,411,18,28,kuzneev01
Evgeny Kuznetsov,C,6,11,24,0,0,1,4,0,69,246,297,12,10,kuzneev01
Evgeny Kuznetsov,C,2,5,6,1,0,0,2,0,27,90,114,6,18,kuzneev01
Tomáš Tatar,LW,9,15,20,0,0,2,1,0,72,5,15,24,43,tatarto01
Tomáš Tatar,LW,1,8,10,0,0,0,1,0,19,3,6,10,16,tatarto01
Tomáš Tatar,LW,8,7,10,0,0,2,0,0,53,2,9,14,27,tatarto01
Bobby Brink,RW,11,12,10,3,0,2,2,0,81,4,3,24,36,brinkbo01
Casey Cizikas,C,10,13,22,0,1,1,1,0,82,345,301,71,135,cizikca01
Evgenii Dadonov,RW,12,11,8,1,0,3,1,0,67,0,4,19,35,dadonev01
Vladislav Gavrikov,D,6,17,28,0,0,1,0,1,114,0,0,114,55,gavrivl01
Mike Hoffman,C,10,13,20,3,0,1,3,0,71,12,20,27,28,hoffmmi02
Ryan Johansen,C,13,10,34,4,0,4,2,1,78,431,380,15,60,johanry01
Alex Laferriere,RW,12,11,46,0,0,2,3,0,147,7,6,27,113,laferal01
Timothy Liljegren,D,3,20,16,0,0,1,7,1,62,0,0,116,92,liljeti01
Sonny Milano,LW,15,8,10,3,0,2,1,0,50,0,0,16,20,milanso01
Max Pacioretty,LW,4,19,25,2,0,0,9,0,95,5,12,22,76,pacioma01
Rasmus Sandin,D,3,20,24,0,0,1,5,0,79,0,0,106,75,sandira01
Cole Smith,F,9,14,63,0,1,4,0,2,112,5,12,32,235,smithco02
Filip Zadina,RW,13,10,18,3,0,3,1,0,137,15,53,28,55,zadinfi01
Jalen Chatfield,D,8,14,24,0,0,2,0,0,90,0,0,66,58,chatfja01
Nic Dowd,C,12,10,47,0,0,2,0,0,61,493,531,72,118,dowdni01
Marcus Foligno,LW,10,12,59,0,0,3,0,1,56,7,11,40,179,foligma01
Kaiden Guhle,D,6,16,56,0,0,1,0,0,95,0,0,178,116,guhleka01
Kasperi Kapanen,RW,6,16,14,0,1,1,0,1,99,13,25,27,64,kapanka01
Hendrix Lapierre,C,8,14,4,0,0,1,2,0,51,105,175,31,26,lapiehe01
Brett Leason,RW,11,11,14,0,2,0,0,0,91,17,24,65,80,leasobr01
Michael McCarron,RW,12,10,100,0,0,3,0,0,94,357,314,55,142,mccarmi01
Kyle Okposo,RW,12,10,34,2,1,0,2,0,114,131,144,35,75,okposky01
Kyle Okposo,RW,12,10,32,2,1,0,2,0,106,129,142,34,61,okposky01
Kyle Okposo,RW,0,0,2,0,0,0,0,0,8,2,2,1,14,okposky01
Alexander Romanov,D,7,15,20,0,0,0,0,0,117,0,0,171,157,romanal01
Jacob Trouba,D,3,19,73,0,0,0,1,1,129,0,0,183,191,troubja01
Corey Perry,RW,12,10,46,3,0,2,1,0,82,0,1,17,43,perryco01
Corey Perry,RW,4,5,12,1,0,1,1,0,26,0,0,8,15,perryco01
Corey Perry,RW,8,5,34,2,0,1,0,0,56,0,1,9,28,perryco01
William Cuylle,LW,13,8,56,1,0,2,1,0,119,2,8,26,249,cuyllwi01
Mario Ferraro,D,3,18,36,0,0,0,0,0,124,0,0,195,124,ferrama01
Calle Järnkrok,C,10,11,18,0,1,3,1,1,92,65,67,13,55,jarnkca01
Michael Kesselring,D,5,16,66,0,0,2,0,0,76,0,0,59,106,kessemi01
Beck Malenstyn,LW,6,15,25,0,0,1,0,1,98,23,28,93,241,malenbe01
Oskar Sundqvist,C,6,15,32,3,1,0,2,2,68,247,342,49,82,sundqos01
Alexey Toropchenko,RW,14,7,30,0,2,1,0,0,114,0,3,55,165,toropal01
Jake Walman,D,12,9,44,1,0,3,3,1,108,0,0,151,42,walmaja01
Blake Wheeler,RW,9,12,23,1,0,1,0,0,83,38,24,31,31,wheelbl01
Egor Zamula,D,5,16,32,2,0,1,7,1,61,0,0,79,37,zamulye01
Josh Anderson,RW,9,11,74,0,0,0,2,0,141,15,16,40,169,anderjo05
Erik Brännström,D,3,17,36,0,0,0,0,1,77,0,0,111,46,branner01
Alexandre Carrier,D,4,16,44,0,1,2,1,0,77,0,0,137,60,carrial01
Ben Chiarot,D,5,15,56,0,0,1,0,0,107,0,0,167,163,chiarbe01
Brenden Dillon,D,8,12,92,0,0,2,0,0,79,0,0,111,241,dillobr01
Henri Jokiharju,D,3,17,24,0,0,1,0,1,84,0,0,106,92,jokihhe01
Tye Kartye,F,11,9,37,0,0,1,0,0,109,41,46,27,229,kartyty01
Dmitry Kulikov,D,1,19,63,0,0,0,0,2,74,0,0,84,145,kulikdm01
Valtteri Puustinen,RW,5,15,6,0,0,0,2,0,86,1,3,33,40,puustva01
Craig Smith,C,11,9,33,0,0,2,0,0,112,1,3,30,51,smithcr01
Philip Tomasino,C,7,13,25,0,0,2,4,0,62,3,16,18,13,tomasph01
Nikita Zadorov,D,6,14,125,0,0,1,0,1,90,0,0,68,177,zadorni01
Nikita Zadorov,D,1,5,23,0,0,0,0,0,29,0,0,19,53,zadorni01
Nikita Zadorov,D,5,9,102,0,0,1,0,1,61,0,0,49,124,zadorni01
Jonny Brodzinski,C,6,13,8,1,0,2,1,0,89,162,161,24,34,brodzjo01
Cal Clutterbuck,RW,7,12,32,0,0,0,0,0,59,13,22,55,273,cluttca01
Andrew Cogliano,LW,6,13,16,0,1,0,0,3,61,54,109,40,33,coglian01
Radek Faksa,C,7,12,20,0,2,2,0,2,71,283,237,42,97,faksara01
Jesper Fast,RW,6,13,16,0,0,0,0,0,79,7,9,23,79,fastje01
Christian Fischer,RW,5,14,36,0,1,0,0,0,86,88,130,32,138,fischch01
Brett Howden,C,8,11,39,0,2,0,0,0,76,165,201,51,86,howdebr01
Kaapo Kakko,RW,13,6,24,1,0,2,0,0,91,13,10,18,26,kakkoka01
David Kämpf,C,8,11,18,0,0,1,0,0,79,469,453,29,84,kampfda01
Nils Lundkvist,D,2,17,16,0,0,0,2,0,73,0,0,38,44,lundkni01
Michael McLeod,C,10,9,10,0,0,2,0,0,73,424,228,22,101,mcleomi01
Simon Nemec,D,3,16,33,0,0,1,2,0,73,0,0,105,22,nemecsi01
Ryan Pulock,D,5,14,12,2,0,1,4,0,90,0,0,149,99,pulocry01
Jack Quinn,RW,9,10,8,1,0,2,2,0,56,3,6,12,31,quinnja01
Jan Rutta,D,5,14,38,0,0,1,0,2,69,0,0,110,69,ruttaja02
Braden Schneider,D,5,14,16,0,1,1,0,0,95,0,0,133,167,schnebr01
Mikhail Sergachev,D,2,17,16,0,0,0,7,0,53,0,0,69,36,sergami01
Jakob Silfverberg,LW,7,12,24,1,1,1,3,1,102,17,33,36,16,silfvja01
Connor Dewar,C,11,8,28,0,1,0,0,0,77,192,218,38,123,dewarco01
Connor Dewar,C,10,4,20,0,1,0,0,0,57,181,205,27,94,dewarco01
Connor Dewar,C,1,4,8,0,0,0,0,0,20,11,13,11,29,dewarco01
Chris Tanev,D,2,17,24,0,0,0,0,0,56,0,0,207,45,tanevch01
Chris Tanev,D,1,13,14,0,0,0,0,0,43,0,0,171,25,tanevch01
Chris Tanev,D,1,4,10,0,0,0,0,0,13,0,0,36,20,tanevch01
Michael Anderson,D,2,16,18,0,0,0,0,1,89,0,0,129,128,andermi02
Morgan Barron,C,11,7,23,0,0,3,1,0,94,62,72,45,122,barromo01
Noah Cates,LW,6,12,0,0,0,1,0,2,78,147,183,35,52,catesno01
Connor Clifton,D,4,14,88,0,0,1,0,0,77,0,0,117,204,cliftco01
Aaron Ekblad,D,4,14,50,1,0,1,3,0,98,0,0,59,85,ekblaaa01
Samuel Girard,D,3,15,10,0,0,0,1,0,73,0,0,99,76,girarsa01
Radko Gudas,D,6,12,128,0,0,0,0,1,88,0,0,154,232,gudasra01
Parker Kelly,F,8,10,30,0,2,0,0,1,86,11,35,67,171,kellypa01
Keegan Kolesar,RW,8,10,49,0,1,2,0,1,73,6,9,41,277,koleske01
Luke Kunin,C,11,7,83,2,0,1,3,0,98,219,261,60,165,kuninlu01
Sean Kuraly,C,9,9,40,0,0,0,0,1,92,272,293,34,156,kuralse01
Adam Larsson,D,4,14,55,0,0,1,0,1,130,0,0,151,162,larssad01
Olli Määttä,D,4,14,14,0,0,0,0,0,48,0,0,96,53,maattol01
Dylan Samberg,D,1,17,43,0,0,0,1,1,77,0,0,111,65,sambedy01
Joey Anderson,RW,5,12,8,0,0,0,0,0,57,0,2,18,48,anderjo08
Garnet Hathaway,RW,7,10,132,0,1,1,0,2,103,22,11,73,326,hathaga01
Pontus Holmberg,RW,7,10,18,0,0,1,0,0,54,94,109,42,51,holmbpo01
Peyton Krebs,C,4,13,67,0,0,2,0,0,74,284,330,23,108,krebspe01
Jackson LaCombe,D,2,15,24,0,0,1,2,1,55,0,0,129,50,lacomja01
Ryan Lindgren,D,3,14,36,0,0,1,0,0,73,0,0,103,114,lindgry01
Alec Martinez,D,4,13,6,0,0,0,3,0,72,0,0,165,29,martial01
Niko Mikkola,D,3,14,69,0,0,0,0,1,93,0,0,124,198,mikkoni01
Scott Perunovich,D,0,17,12,0,0,0,6,0,36,0,0,53,30,perunsc01
Ryan Suter,D,2,15,28,0,0,1,0,1,102,0,0,111,86,suterry01
Juuso Välimäki,D,2,15,12,0,0,0,4,0,69,0,0,90,69,valimju01
Yakov Trenin,C,12,5,40,0,0,3,0,1,116,99,121,36,207,treniya01
Yakov Trenin,C,10,4,38,0,0,2,0,1,94,22,28,26,170,treniya01
Yakov Trenin,C,2,1,2,0,0,1,0,0,22,77,93,10,37,treniya01
Calen Addison,D,1,16,72,0,0,0,9,0,93,0,0,83,48,addisca01
Calen Addison,D,0,5,6,0,0,0,3,0,18,0,0,4,3,addisca01
Calen Addison,D,1,11,66,0,0,0,6,0,75,0,0,79,45,addisca01
Anthony Beauvillier,LW,5,12,8,2,0,0,2,0,105,40,38,35,53,beauvan01
Anthony Beauvillier,LW,2,6,4,1,0,0,1,0,37,6,8,17,21,beauvan01
Anthony Beauvillier,LW,2,4,2,0,0,0,1,0,36,33,25,9,15,beauvan01
Anthony Beauvillier,LW,1,2,2,1,0,0,0,0,32,1,5,9,17,beauvan01
Nicolas Aubé-Kubel,RW,6,10,23,0,0,0,0,0,58,6,12,26,159,aubekni01
André Burakovsky,LW,7,9,14,5,0,1,4,0,92,3,3,14,13,burakan01
Brian Dumoulin,D,6,10,20,0,0,1,0,0,69,0,0,79,72,dumoubr01
Martin Fehérváry,D,3,13,24,0,0,0,0,1,61,0,0,109,188,feherma01
Dougie Hamilton,D,5,11,20,4,0,0,4,0,61,0,0,24,18,hamildo01
Jack Johnson,D,3,13,38,0,0,0,0,0,76,0,0,89,78,johnsja02
Kent Johnson,C,6,10,10,0,0,1,0,0,62,8,12,16,10,johnske01
Brett Kulak,D,3,13,30,0,0,1,1,0,94,0,0,88,77,kulakbr01
Trevor Lewis,C,8,8,20,0,1,2,1,1,130,133,179,62,90,lewistr01
Pat Maroon,LW,4,12,60,0,0,0,1,0,56,12,20,16,82,maroopa01
Pat Maroon,LW,4,12,60,0,0,0,1,0,54,12,20,16,71,maroopa01
Pat Maroon,LW,0,0,0,0,0,0,0,0,2,0,0,0,11,maroopa01
Adam Pelech,D,1,15,27,0,0,1,0,1,71,0,0,111,64,pelecad01
Lukas Reichel,LW,5,11,12,2,0,0,0,0,84,86,112,25,27,reichlu01
Brandon Tanev,LW,7,9,51,0,0,0,0,2,73,9,21,62,148,tanevbr01
Alex Vlasic,D,2,14,45,0,0,1,2,0,71,0,0,148,56,vlasial01
Kailer Yamamoto,RW,8,8,18,2,0,2,4,0,61,38,69,18,31,yamamka01
Emil Bemström,C,8,8,12,4,0,1,1,0,83,6,10,34,36,bemstem01
Emil Bemström,C,5,6,10,3,0,0,0,0,49,6,7,21,24,bemstem01
Emil Bemström,C,3,2,2,1,0,1,1,0,34,0,3,13,12,bemstem01
Sam Carrick,C,10,6,102,1,2,0,0,0,92,419,366,35,167,carrisa01
Sam Carrick,C,8,3,90,1,2,0,0,0,77,320,308,27,137,carrisa01
Sam Carrick,C,2,3,12,0,0,0,0,0,15,99,58,8,30,carrisa01
Viktor Arvidsson,LW,6,9,14,1,0,1,4,0,59,3,6,18,8,arvidvi01
Tyson Barrie,D,1,14,16,0,0,0,6,0,65,0,0,47,14,barrity01
Jeff Carter,C,11,4,12,4,2,4,0,0,90,265,159,33,83,carteje01
Nick Cousins,C,7,8,64,0,0,3,0,0,111,17,15,33,130,cousini01
Frédérick Gaudreau,C,5,10,12,2,0,1,5,0,105,273,274,47,24,gaudrfr01
Mark Jankowski,C,7,8,8,0,1,1,1,0,48,82,81,11,8,jankoma01
Max Jones,LW,5,10,33,0,0,0,1,0,76,5,11,14,127,jonesma03
Arthur Kaliyev,RW,7,8,14,3,0,0,1,0,101,0,1,14,33,kaliyar01
Kevin Korchinski,D,5,10,20,0,0,2,7,0,93,0,0,82,26,korchke01
Dominik Kubalík,LW,11,4,19,4,0,2,0,0,91,15,22,20,55,kubaldo01
Blake Lizotte,C,7,8,20,0,2,2,0,1,76,171,194,28,64,lizotbl01
Alexander Nylander,LW,11,4,6,2,0,2,0,0,72,9,10,12,12,nylanal01
Alexander Nylander,LW,0,0,0,0,0,0,0,0,10,3,0,3,3,nylanal01
Alexander Nylander,LW,11,4,6,2,0,2,0,0,62,6,10,9,9,nylanal01
Jamie Oleksiak,D,2,13,37,0,0,0,0,2,108,0,0,177,110,oleksja01
Victor Olofsson,RW,7,8,4,1,0,1,2,0,66,0,2,10,22,olofsvi01
Matthew Poitras,C,5,10,6,0,0,1,1,0,40,111,143,15,17,poitrma01
Conor Sheary,LW,4,11,12,0,0,0,0,0,50,4,7,35,19,shearco01
Brendan Smith,D,5,10,61,0,0,0,0,0,60,0,0,101,117,smithbr05
Kevin Stenlund,C,11,4,62,0,2,3,0,0,81,429,406,55,83,stenlke01
Trevor Zegras,C,6,9,30,1,0,1,0,0,73,53,85,15,16,zegratr01
Justin Bailey,RW,5,9,6,0,0,0,1,0,70,6,11,29,76,baileju01
Jacob Bernard-Docker,D,4,10,25,0,0,0,0,1,51,0,0,156,62,bernaja01
Zach Bogosian,D,3,11,63,0,0,1,0,1,83,0,0,83,109,bogosza01
Zach Bogosian,D,0,0,0,0,0,0,0,0,6,0,0,2,4,bogosza01
Zach Bogosian,D,3,11,63,0,0,1,0,1,77,0,0,81,105,bogosza01
Jesper Boqvist,C,6,8,8,0,0,1,0,0,51,51,92,15,71,boqvije01
Brandon Carlo,D,4,10,42,0,0,1,0,0,79,0,0,140,140,carlobr01
Hudson Fasching,RW,4,10,6,0,0,1,0,0,41,1,1,31,40,faschhu01
Zemgus Girgensons,C,8,6,21,0,0,3,0,0,73,94,103,36,141,girgeze01
Ryan Graves,D,3,11,30,0,0,1,0,0,77,0,0,142,72,gravery01
Jordan Harris,D,3,11,22,0,0,0,0,0,43,0,0,86,26,harrijo01
Tanner Jeannot,F,7,7,75,1,0,0,1,0,59,23,41,27,211,jeannta01
Nick Jensen,D,1,13,10,0,0,0,0,0,71,0,0,123,62,jenseni02
Jeremy Lauzon,D,6,8,98,0,0,0,0,0,103,0,0,111,386,lauzoje01
Liam O'Brien,C,5,9,153,0,0,0,0,0,72,6,22,33,229,obrieli01
Taylor Raddysh,RW,5,9,22,1,1,0,2,0,120,19,38,28,84,raddyta01
Nate Schmidt,D,2,12,16,1,0,1,3,0,75,0,0,76,66,schmina01
Logan Stankoven,C,6,8,4,1,0,0,1,0,51,11,6,11,20,stanklo01
Urho Vaakanainen,D,1,13,26,0,0,0,0,1,67,0,0,79,55,vaakaur01
Trevor van Riemsdyk,D,0,14,18,0,0,0,0,1,75,0,0,103,22,vanritr01
Zach Whitecloud,D,2,12,32,0,0,1,0,1,51,0,0,105,129,whiteza01
Klim Kostin,C,8,6,53,0,0,0,1,0,43,8,12,16,108,kostikl01
Klim Kostin,C,3,1,38,0,0,0,0,0,22,4,2,5,60,kostikl01
Klim Kostin,C,5,5,15,0,0,0,1,0,21,4,10,11,48,kostikl01
Alexander Barabanov,F,4,9,12,0,0,0,2,0,67,2,3,15,27,barabal01
Justin Barron,D,7,6,16,1,0,1,0,0,60,0,0,59,61,barroju01
Jake Bean,D,4,9,32,0,0,0,0,0,76,0,0,110,28,beanja01
Erik Černák,D,2,11,63,0,0,0,0,0,53,0,0,109,198,cernaer01
Dante Fabbro,D,3,10,24,0,0,0,0,0,65,0,0,88,45,fabbrda01
Cody Glass,C,6,7,20,0,0,1,1,0,82,100,117,20,31,glassco01
Johnathan Kovacevic,D,6,7,42,0,0,0,0,0,46,0,0,83,75,kovacjo01
Mason Lohrei,D,4,9,18,1,0,1,2,0,43,0,0,63,32,lohrema01
Tanner Pearson,LW,5,8,21,1,0,1,1,0,77,5,17,35,50,pearsta01
Brett Pesce,D,3,10,20,0,0,1,0,0,107,0,0,113,25,pescebr01
Nick Seeler,D,1,12,78,0,0,0,0,4,100,0,0,205,132,seeleni01
Nico Sturm,C,5,8,12,0,1,0,0,0,69,497,330,39,75,sturmni01
Nathan Walker,C,7,6,18,0,0,0,0,0,43,20,22,35,95,walkena01
Boris Katchouk,LW,7,6,12,0,1,0,0,0,70,17,22,14,82,katchbo01
Boris Katchouk,LW,5,4,12,0,1,0,0,0,52,15,18,13,51,katchbo01
Boris Katchouk,LW,2,2,0,0,0,0,0,0,18,2,4,1,31,katchbo01
Brandon Duhaime,RW,5,8,70,0,1,0,0,0,92,4,6,37,208,duhaibr01
Brandon Duhaime,RW,4,4,66,0,1,0,0,0,68,3,6,29,155,duhaibr01
Brandon Duhaime,RW,1,4,4,0,0,0,0,0,24,1,0,8,53,duhaibr01
Nathan Bastian,RW,5,7,32,0,0,1,0,0,57,14,13,27,143,bastina01
Colin Blackwell,C,8,4,10,1,0,2,0,0,88,32,38,22,45,blackco01
Connor Brown,RW,4,8,10,0,0,0,0,0,108,17,24,24,32,brownco02
Ryan Carpenter,C,5,7,6,0,0,0,0,0,58,242,264,31,47,carpery01
Barclay Goodrow,RW,4,8,78,0,1,1,0,0,61,337,287,86,170,goodrba01
A.J. Greer,LW,6,6,35,1,0,0,0,0,57,4,4,24,100,greeraj01
Noah Gregor,C,6,6,17,1,1,1,0,0,110,14,10,26,147,gregono01
Carl Grundström,RW,8,4,12,1,1,1,0,0,95,2,8,16,115,grundca01
Nicolas Hague,D,2,10,43,0,0,1,0,0,105,0,0,111,153,hagueni01
Jani Hakanpää,D,2,10,33,0,0,1,0,0,56,0,0,123,196,hakanja01
Mattias Janmark,C,4,8,46,0,0,0,0,0,67,32,43,19,55,janmama02
Mathieu Olivier,F,5,7,70,0,1,1,0,0,55,4,12,36,163,olivima01
Juuso Pärssinen,C,8,4,12,2,0,0,1,0,54,78,130,15,62,parssju01
Michael Pezzetta,C,3,9,59,0,0,1,0,0,42,6,8,29,242,pezzemi01
Derek Ryan,C,5,7,8,0,2,0,0,1,52,228,181,28,59,ryande01
Chris Tierney,C,4,8,21,0,0,0,0,0,26,111,83,12,20,tiernch01
Marc-Édouard Vlasic,D,6,6,26,0,0,1,0,0,72,0,0,108,35,vlasima01
Mathew Dumba,D,4,8,88,0,0,0,0,0,86,0,1,108,202,dumbama01
Mathew Dumba,D,4,6,55,0,0,0,0,0,61,0,1,84,150,dumbama01
Mathew Dumba,D,0,2,33,0,0,0,0,0,25,0,0,24,52,dumbama01
Kevin Bahl,D,1,10,82,0,0,1,0,0,63,0,0,103,151,bahlke01
Thomas Bordeleau,C,6,5,18,4,0,1,3,0,48,66,59,19,12,bordeth01
Ian Cole,D,2,9,61,0,0,0,0,0,61,0,0,166,83,coleia01
Tony DeAngelo,D,3,8,24,2,0,0,4,0,44,0,0,18,4,deangan01
Vincent Desharnais,D,1,10,54,0,0,0,0,1,41,0,0,122,135,deshavi01
MacKenzie Entwistle,RW,5,6,47,0,0,1,0,0,66,172,221,32,139,entwima01
Luke Glendening,C,10,1,39,0,1,1,0,0,57,531,417,53,121,glendlu01
Matt Grzelcyk,D,2,9,37,0,0,0,0,0,59,0,0,76,53,grzelma01
Pierre-Olivier Joseph,D,2,9,14,0,0,1,0,0,42,0,0,44,47,joseppi01
Isac Lundeström,C,5,6,2,0,1,0,1,0,38,170,216,27,51,lundeis01
Jonathon Merrill,D,4,7,30,0,0,0,0,0,42,0,0,57,37,merrijo01
Henry Thrun,D,3,8,16,2,0,0,2,0,48,0,0,71,26,thrunhe01
John Beecher,C,7,3,24,0,0,1,0,0,38,273,227,34,112,beechjo01
Adam Boqvist,D,1,9,0,0,0,0,4,0,45,0,0,42,11,boqviad01
Josh Brown,D,3,7,75,0,0,1,0,0,44,0,0,85,112,brownjo01
Calvin de Haan,D,3,7,22,0,0,0,0,0,56,0,0,82,96,dehaaca01
Phillip Di Giuseppe,LW,5,5,36,0,0,1,0,0,52,5,12,23,93,digiuph01
Ty Emberson,D,1,9,6,0,0,0,1,0,31,0,0,46,94,emberty01
Andreas Englund,D,1,9,81,0,0,0,0,0,41,0,0,87,189,engluan01
Sam Gagner,C,5,5,10,0,0,2,1,0,48,15,9,17,17,gagnesa01
Alex Goligoski,D,0,10,18,0,0,0,2,0,32,0,0,41,27,goligal01
Rafaël Harvey-Pinard,LW,2,8,6,0,0,0,0,1,26,13,28,47,47,harvera01
Barrett Hayton,C,3,7,26,1,0,0,1,0,66,208,210,15,17,haytoba01
Ben Hutton,D,2,8,17,0,0,0,1,0,67,0,0,54,17,huttobe01
David Jiříček,D,1,9,22,0,0,1,0,0,38,0,0,45,23,jiricda01
Mark Kastelic,C,5,5,63,0,0,0,0,0,60,190,159,31,126,kastema01
