Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Hunter Shepard,G,0,0,0,0,0,0,0,0,0,0,0,0,0,shepahu01
Igor Shesterkin,G,0,0,6,0,0,0,0,0,0,0,0,0,0,shestig01
Owen Sillinger,F,0,0,2,0,0,0,0,0,0,2,3,1,1,silliow01
Arturs Silovs,G,0,0,2,0,0,0,0,0,0,0,0,0,0,silovar01
Jakub Skarek,G,0,0,0,0,0,0,0,0,0,0,0,0,0,skareja01
Stuart Skinner,G,0,0,0,0,0,0,0,0,0,0,0,0,0,skinnst01
Givani Smith,RW,0,0,18,0,0,0,0,0,5,0,0,5,20,smithgi01
Givani Smith,RW,0,0,10,0,0,0,0,0,2,0,0,3,7,smithgi01
Givani Smith,RW,0,0,8,0,0,0,0,0,3,0,0,2,13,smithgi01
Arvid Söderblom,G,0,0,0,0,0,0,0,0,1,0,0,0,0,soderar01
Jaxson Stauber,G,0,0,0,0,0,0,0,0,0,0,0,0,0,staubja01
Clay Stevenson,G,0,0,0,0,0,0,0,0,0,0,0,0,0,stevecl01
Ales Stezka,G,0,0,0,0,0,0,0,0,0,0,0,0,0,stezkal01
Matthew Stienburg,C,0,0,22,0,0,0,0,0,4,0,0,1,16,stienma01
Riley Stillman,D,0,0,7,0,0,0,0,0,1,0,0,1,8,stillri01
Aydar Suniev,LW,0,0,0,0,0,0,0,0,1,0,0,0,0,sunieay01
Ryan Suzuki,C,0,0,0,0,0,0,0,0,0,4,3,0,2,suzukry01
Jeremy Swayman,G,0,0,2,0,0,0,0,0,0,0,0,0,0,swaymje01
Mads Søgaard,G,0,0,2,0,0,0,0,0,0,0,0,0,0,sogaama01
Cam Talbot,G,0,0,0,0,0,0,0,0,0,0,0,0,0,talboca01
Dustin Tokarski,G,0,0,0,0,0,0,0,0,0,0,0,0,0,tokardu01
Nikita Tolopilo,G,0,0,0,0,0,0,0,0,0,0,0,0,0,tolopni01
Dominic Toninato,C,0,0,0,0,0,0,0,0,2,3,2,3,7,tonindo01
Riley Tufte,LW,0,0,4,0,0,0,0,0,1,1,1,1,8,tufteri01
Ryan Ufko,D,0,0,0,0,0,0,0,0,0,0,0,0,1,ufkory01
Semyon Varlamov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,varlasi01
Jeffrey Viel,F,0,0,14,0,0,0,0,0,3,1,0,2,12,vielje01
Matt Villalta,G,0,0,0,0,0,0,0,0,0,0,0,0,0,villama01
Jesper Wallstedt,G,0,0,2,0,0,0,0,0,0,0,0,0,0,wallsje01
Tim Washe,F,0,0,0,0,0,0,0,0,2,4,4,0,4,washeti01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Colin White,C,0,0,0,0,0,0,0,0,1,3,10,1,2,whiteco02
Jack Williams,F,0,0,0,0,0,0,0,0,0,5,6,1,0,willija02
Joseph Woll,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wolljo01
